dataID,originalLabel,trueLabel,llama3.2:1b_EMO01,e1,e2,title,abstract,llama3.2:1b_EMO01__raw
416,none,0,1,mirtazapine,hyponatremia,syndrome of inappropriate antidiuretic hormone secretion associated with desvenlafaxine.,"objective: to report a case of syndrome of inappropriate anti-diuretic hormone (siadh) secretion associated with desvenlafaxine. case summary: a 57-year old female with hyponatraemia. her medications included desvenlafaxine, and symptoms included nausea, anxiety and confusion. the serum sodium at this time was 120 mmol/l, serum osmolality was 263 mosmol/kg, urine osmolality 410 mosmol/kg and urine sodium 63 mmol/l, consistent with a diagnosis of siadh. desvenlafaxine was ceased and fluid restriction implemented. after 4 days the sodium increased to 128 mmol/l and fluid restriction was relaxed. during her further 3 weeks inpatient admission the serum sodium ranged from 134 to 137 mmol/l during treatment with mirtazapine. discussion: siadh has been widely reported with a range of antidepressants. this case report suggests that desvenlafaxine might cause clinically significant hyponatremia. conclusions: clinicians should be aware of the potential for antidepressants to cause hyponatremia,and take appropriate corrective action where necessary.","1: No
2: No
3: No
4: Yes"
417,cid,1,0,doxorubicin,cardiotoxicity,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
418,none,0,0,doxorubicin,cardiac disarrangement,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
419,cid,1,0,doxorubicin,necrosis,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
420,none,0,0,doxorubicin,toxicity,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
421,cid,1,1,dox,cardiotoxicity,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
422,none,0,0,dox,cardiac disarrangement,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
423,cid,1,0,dox,necrosis,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
424,none,0,1,dox,toxicity,oxidative stress on cardiotoxicity after treatment with single and multiple doses of doxorubicin.,"the mechanism of doxorubicin (dox)-induced cardiotoxicity remains controversial. wistar rats (n = 66) received dox injections intraperitoneally and were randomly assigned to 2 experimental protocols: (1) rats were killed before (-24 h, n = 8) and 24 h after (+24 h, n = 8) a single dose of dox (4 mg/kg body weight) to determine the dox acute effect and (2) rats (n = 58) received 4 injections of dox (4 mg/kg body weight/week) and were killed before the first injection (m0) and 1 week after each injection (m1, m2, m3, and m4) to determine the chronological effects. animals used at m0 (n = 8) were also used at moment -24 h of acute study. cardiac total antioxidant performance (tap), dna damage, and morphology analyses were carried out at each time point. single dose of dox was associated with increased cardiac disarrangement, necrosis, and dna damage (strand breaks (sbs) and oxidized pyrimidines) and decreased tap. the chronological study showed an effect of a cumulative dose on body weight (r = -0.99, p = 0.011), necrosis (r = 1.00, p = 0.004), tap (r = 0.95, p = 0.049), and dna sbs (r = -0.95, p = 0.049). dna sbs damage was negatively associated with tap (r = -0.98, p = 0.018), and necrosis (r = -0.97, p = 0.027). our results suggest that oxidative damage is associated with acute cardiotoxicity induced by a single dose of dox only. increased resistance to the oxidative stress is plausible for the multiple dose of dox. thus, different mechanisms may be involved in acute toxicity versus chronic toxicity.","1: No
2: No
3: No
4: No
5: Yes
6: No
7: No
8: Yes"
425,cid,1,0,tacrolimus,seizure,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
426,cid,1,0,tacrolimus,seizures,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
427,none,0,0,tacrolimus,tonic-clonic seizures,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
428,none,0,1,tacrolimus,end-stage liver disease,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
429,none,0,0,tacrolimus,epileptic,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
430,none,0,0,bilirubin,seizure,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
431,none,0,0,bilirubin,seizures,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
432,none,0,0,bilirubin,tonic-clonic seizures,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
433,none,0,1,bilirubin,end-stage liver disease,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
434,none,0,0,bilirubin,epileptic,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: No
6: No
7: No
8: No
9: Yes
10: No"
435,cid,1,0,tac,seizure,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: Yes"
436,cid,1,0,tac,seizures,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: Yes"
437,none,0,0,tac,tonic-clonic seizures,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: Yes"
438,none,0,1,tac,end-stage liver disease,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: Yes"
439,none,0,1,tac,epileptic,tacrolimus-related seizure after pediatric liver transplantation--a single-center experience.,"to identify the risk factors for new-onset seizures after pediatric lt and to assess their clinical implications and long-term prognosis. the clinical and laboratory data of 27 consecutive children who underwent lt from january 2007 to december 2010 in our center were analyzed retrospectively. patients were divided into seizures group and a non-seizures group. pre-operative, intra-operative, and post-operative data were collected. seizures occurred in four children, an incidence of 14.8%. all exhibited generalized tonic-clonic seizures within the first two wk after lt. univariate analysis showed that the risk factors associated with seizures after pediatric lt included gender, pediatric end-stage liver disease score before surgery, child-pugh score before surgery, serum total bilirubin after surgery, and trough tac level. multivariate analysis showed that trough tac level was the only independent risk factor associated with the seizures. all children who experienced seizures survived with good graft function and remained seizure-free without anti-epileptic drugs over a mean follow-up period of 33.7 + 14.6 months. high trough tac level was the predominant factor that contributed to seizures in the early post-operative period after pediatric lt. high peld and child-pugh scores before lt and high post-operative serum tbil may be contributory risk factors for tac-related seizures.","1: No
2: No
3: No
4: Yes
5: Yes"
